ID,labelID,labelWord
00241,21,HeatExchangerGeneric2
00242,21,HeatExchangerGeneric2
00243,21,HeatExchangerGeneric2
00244,20,SeperatorGeneric
00245,20,SeperatorGeneric
00246,20,SeperatorGeneric
00247,19,CoolingTowerGeneric
00248,19,CoolingTowerGeneric
00249,19,CoolingTowerGeneric
00250,18,ColumnFixedBed
00251,18,ColumnFixedBed
00252,18,ColumnFixedBed
00253,29,AxialCompressor
00254,29,AxialCompressor
00255,29,AxialCompressor
00256,28,ReciprocatingPump
00257,28,ReciprocatingPump
00258,28,ReciprocatingPump
00259,27,BlowerGeneric
00260,27,BlowerGeneric
00261,27,BlowerGeneric
00262,26,KettleReboiler
00263,26,KettleReboiler
00264,26,KettleReboiler
00265,25,Furnace
00266,25,Furnace
00267,25,Furnace
00268,24,CoilShapedTubes
00269,24,CoilShapedTubes
00270,24,CoilShapedTubes
00271,35,AngleBallValve
00272,35,AngleBallValve
00273,35,AngleBallValve
00274,34,SignalLine
00275,34,SignalLine
00276,34,SignalLine
00277,33,FlowStream
00278,33,FlowStream
00279,33,FlowStream
00280,32,Splitter
00281,32,Splitter
00282,32,Splitter
00283,31,RotaryMixer
00284,31,RotaryMixer
00285,31,RotaryMixer
00286,30,OPCRight
00287,30,OPCRight
00288,30,OPCRight
00289,41,BallValveGeneric
00290,41,BallValveGeneric
00291,41,BallValveGeneric
00292,40,CheckValveGeneric
00293,40,CheckValveGeneric
00294,40,CheckValveGeneric
00295,39,GateValveHandOperated
00296,39,GateValveHandOperated
00297,39,GateValveHandOperated
00298,38,GateValvePneumaticDiaphragm
00299,38,GateValvePneumaticDiaphragm
00300,38,GateValvePneumaticDiaphragm
00301,37,ButterflyValveGeneric
00302,37,ButterflyValveGeneric
00303,37,ButterflyValveGeneric
00304,36,ThreeWayValveGeneric
00305,36,ThreeWayValveGeneric
00306,36,ThreeWayValveGeneric
00307,47,ElectricMotorGeneric
00308,47,ElectricMotorGeneric
00309,47,ElectricMotorGeneric
00310,46,GeneratorGeneric
00311,46,GeneratorGeneric
00312,46,GeneratorGeneric
00313,45,DiscreteFrontCentralPanel
00314,45,DiscreteFrontCentralPanel
00315,45,DiscreteFrontCentralPanel
00316,44,DiscreteField
00317,44,DiscreteField
00318,44,DiscreteField
00319,43,NeedleValve
00320,43,NeedleValve
00321,43,NeedleValve
00322,42,GlobeValveGeneric
00323,42,GlobeValveGeneric
00324,42,GlobeValveGeneric
00325,53,AgitatorPropeller
00326,53,AgitatorPropeller
00327,53,AgitatorPropeller
00328,52,AgitatorGeneric
00329,52,AgitatorGeneric
00330,52,AgitatorGeneric
00331,51,SieveGeneric
00332,51,SieveGeneric
00333,51,SieveGeneric
00334,50,GrinderGeneric
00335,50,GrinderGeneric
00336,50,GrinderGeneric
00337,49,RotatingExtruder
00338,49,RotatingExtruder
00339,49,RotatingExtruder
00340,48,Chimney
00341,48,Chimney
00342,48,Chimney
00343,59,AlternateChoiceOrSafetyInstrumentedSystemFrontCentralPanel
00344,59,AlternateChoiceOrSafetyInstrumentedSystemFrontCentralPanel
00345,59,AlternateChoiceOrSafetyInstrumentedSystemFrontCentralPanel
00346,58,PrimaryChoiceOrBasicProcessControlSystemFrontCentralPanel
00347,58,PrimaryChoiceOrBasicProcessControlSystemFrontCentralPanel
00348,58,PrimaryChoiceOrBasicProcessControlSystemFrontCentralPanel
00349,57,CrusherImpactType
00350,57,CrusherImpactType
00351,57,CrusherImpactType
00352,56,SolidShellCentrifuge
00353,56,SolidShellCentrifuge
00354,56,SolidShellCentrifuge
00355,55,Burner
00356,55,Burner
00357,55,Burner
00358,54,AgitatorDisc
00359,54,AgitatorDisc
00360,54,AgitatorDisc
00361,5,ReactorGeneric
00362,5,ReactorGeneric
00363,5,ReactorGeneric
00364,4,ValveGeneric
00365,4,ValveGeneric
00366,4,ValveGeneric
00367,3,ColumnFluidizedBed
00368,3,ColumnFluidizedBed
00369,3,ColumnFluidizedBed
00370,2,ThinFilmEvaporator
00371,2,ThinFilmEvaporator
00372,2,ThinFilmEvaporator
00373,1,PumpGeneric
00374,1,PumpGeneric
00375,1,PumpGeneric
00376,0,CentrifugalPump
00377,0,CentrifugalPump
00378,0,CentrifugalPump
00379,11,Turbine Generic
00380,11,Turbine Generic
00381,11,Turbine Generic
00382,10,TankConicalRoofFlatBottom
00383,10,TankConicalRoofFlatBottom
00384,10,TankConicalRoofFlatBottom
00385,9,CompressorGeneric
00386,9,CompressorGeneric
00387,9,CompressorGeneric
00388,8,FilterGeneric
00389,8,FilterGeneric
00390,8,FilterGeneric
00391,7,SprayDryer
00392,7,SprayDryer
00393,7,SprayDryer
00394,6,HeatExchangerGeneric
00395,6,HeatExchangerGeneric
00396,6,HeatExchangerGeneric
00397,41,BallValveGeneric
00398,41,BallValveGeneric
00399,41,BallValveGeneric
00400,40,CheckValveGeneric
00401,40,CheckValveGeneric
00402,40,CheckValveGeneric
00403,39,GateValveHandOperated
00404,39,GateValveHandOperated
00405,39,GateValveHandOperated
00406,38,GateValvePneumaticDiaphragm
00407,38,GateValvePneumaticDiaphragm
00408,38,GateValvePneumaticDiaphragm
00409,37,ButterflyValveGeneric
00410,37,ButterflyValveGeneric
00411,37,ButterflyValveGeneric
00412,36,ThreeWayValveGeneric
00413,36,ThreeWayValveGeneric
00414,36,ThreeWayValveGeneric
00415,47,ElectricMotorGeneric
00416,47,ElectricMotorGeneric
00417,47,ElectricMotorGeneric
00418,46,GeneratorGeneric
00419,46,GeneratorGeneric
00420,46,GeneratorGeneric
00421,45,DiscreteFrontCentralPanel
00422,45,DiscreteFrontCentralPanel
00423,45,DiscreteFrontCentralPanel
00424,44,DiscreteField
00425,44,DiscreteField
00426,44,DiscreteField
00427,43,NeedleValve
00428,43,NeedleValve
00429,43,NeedleValve
00430,42,GlobeValveGeneric
00431,42,GlobeValveGeneric
00432,42,GlobeValveGeneric
00433,53,AgitatorPropeller
00434,53,AgitatorPropeller
00435,53,AgitatorPropeller
00436,52,AgitatorGeneric
00437,52,AgitatorGeneric
00438,52,AgitatorGeneric
00439,51,SieveGeneric
00440,51,SieveGeneric
00441,51,SieveGeneric
00442,50,GrinderGeneric
00443,50,GrinderGeneric
00444,50,GrinderGeneric
00445,49,RotatingExtruder
00446,49,RotatingExtruder
00447,49,RotatingExtruder
00448,48,Chimney
00449,48,Chimney
00450,48,Chimney
00451,59,AlternateChoiceOrSafetyInstrumentedSystemFrontCentralPanel
00452,59,AlternateChoiceOrSafetyInstrumentedSystemFrontCentralPanel
00453,59,AlternateChoiceOrSafetyInstrumentedSystemFrontCentralPanel
00454,58,PrimaryChoiceOrBasicProcessControlSystemFrontCentralPanel
00455,58,PrimaryChoiceOrBasicProcessControlSystemFrontCentralPanel
00456,58,PrimaryChoiceOrBasicProcessControlSystemFrontCentralPanel
00457,57,CrusherImpactType
00458,57,CrusherImpactType
00459,57,CrusherImpactType
00460,56,SolidShellCentrifuge
00461,56,SolidShellCentrifuge
00462,56,SolidShellCentrifuge
00463,55,Burner
00464,55,Burner
00465,55,Burner
00466,54,AgitatorDisc
00467,54,AgitatorDisc
00468,54,AgitatorDisc
00469,5,ReactorGeneric
00470,5,ReactorGeneric
00471,5,ReactorGeneric
00472,4,ValveGeneric
00473,4,ValveGeneric
00474,4,ValveGeneric
00475,3,ColumnFluidizedBed
00476,3,ColumnFluidizedBed
00477,3,ColumnFluidizedBed
00478,2,ThinFilmEvaporator
00479,2,ThinFilmEvaporator
00480,2,ThinFilmEvaporator
00481,1,PumpGeneric
00482,1,PumpGeneric
00483,1,PumpGeneric
00484,0,CentrifugalPump
00485,0,CentrifugalPump
00486,0,CentrifugalPump
00487,11,Turbine Generic
00488,11,Turbine Generic
00489,11,Turbine Generic
00490,10,TankConicalRoofFlatBottom
00491,10,TankConicalRoofFlatBottom
00492,10,TankConicalRoofFlatBottom
00493,9,CompressorGeneric
00494,9,CompressorGeneric
00495,9,CompressorGeneric
00496,8,FilterGeneric
00497,8,FilterGeneric
00498,8,FilterGeneric
00499,7,SprayDryer
00500,7,SprayDryer
00501,7,SprayDryer
00502,6,HeatExchangerGeneric
00503,6,HeatExchangerGeneric
00504,6,HeatExchangerGeneric
00505,29,AxialCompressor
00506,29,AxialCompressor
00507,29,AxialCompressor
00508,28,ReciprocatingPump
00509,28,ReciprocatingPump
00510,28,ReciprocatingPump
00511,27,BlowerGeneric
00512,27,BlowerGeneric
00513,27,BlowerGeneric
00514,26,KettleReboiler
00515,26,KettleReboiler
00516,26,KettleReboiler
00517,25,Furnace
00518,25,Furnace
00519,25,Furnace
00520,24,CoilShapedTubes
00521,24,CoilShapedTubes
00522,24,CoilShapedTubes
00523,35,AngleBallValve
00524,35,AngleBallValve
00525,35,AngleBallValve
00526,34,SignalLine
00527,34,SignalLine
00528,34,SignalLine
00529,33,FlowStream
00530,33,FlowStream
00531,33,FlowStream
00532,32,Splitter
00533,32,Splitter
00534,32,Splitter
00535,31,RotaryMixer
00536,31,RotaryMixer
00537,31,RotaryMixer
00538,30,OPCRight
00539,30,OPCRight
00540,30,OPCRight
00541,17,TrayColumnGeneric
00542,17,TrayColumnGeneric
00543,17,TrayColumnGeneric
00544,16,ColumnGeneric
00545,16,ColumnGeneric
00546,16,ColumnGeneric
00547,15,TankDishedRoof
00548,15,TankDishedRoof
00549,15,TankDishedRoof
00550,14,GasCylinder
00551,14,GasCylinder
00552,14,GasCylinder
00553,13,VesselDishedEndsGeneric
00554,13,VesselDishedEndsGeneric
00555,13,VesselDishedEndsGeneric
00556,12,VesselGeneric
00557,12,VesselGeneric
00558,12,VesselGeneric
00559,23,PlateHeatExchanger
00560,23,PlateHeatExchanger
00561,23,PlateHeatExchanger
00562,22,FixedStraightTubes
00563,22,FixedStraightTubes
00564,22,FixedStraightTubes
00565,21,HeatExchangerGeneric2
00566,21,HeatExchangerGeneric2
00567,21,HeatExchangerGeneric2
00568,20,SeperatorGeneric
00569,20,SeperatorGeneric
00570,20,SeperatorGeneric
00571,19,CoolingTowerGeneric
00572,19,CoolingTowerGeneric
00573,19,CoolingTowerGeneric
00574,18,ColumnFixedBed
00575,18,ColumnFixedBed
00576,18,ColumnFixedBed
00577,29,AxialCompressor
00578,29,AxialCompressor
00579,29,AxialCompressor
00580,28,ReciprocatingPump
00581,28,ReciprocatingPump
00582,28,ReciprocatingPump
00583,27,BlowerGeneric
00584,27,BlowerGeneric
00585,27,BlowerGeneric
00586,26,KettleReboiler
00587,26,KettleReboiler
00588,26,KettleReboiler
00589,25,Furnace
00590,25,Furnace
00591,25,Furnace
00592,24,CoilShapedTubes
00593,24,CoilShapedTubes
00594,24,CoilShapedTubes
00595,29,AxialCompressor
00596,29,AxialCompressor
00597,29,AxialCompressor
00598,28,ReciprocatingPump
00599,28,ReciprocatingPump
00600,28,ReciprocatingPump
00601,27,BlowerGeneric
00602,27,BlowerGeneric
00603,27,BlowerGeneric
00604,26,KettleReboiler
00605,26,KettleReboiler
00606,26,KettleReboiler
00607,25,Furnace
00608,25,Furnace
00609,25,Furnace
00610,24,CoilShapedTubes
00611,24,CoilShapedTubes
00612,24,CoilShapedTubes
00613,35,AngleBallValve
00614,35,AngleBallValve
00615,35,AngleBallValve
00616,34,SignalLine
00617,34,SignalLine
00618,34,SignalLine
00619,33,FlowStream
00620,33,FlowStream
00621,33,FlowStream
00622,32,Splitter
00623,32,Splitter
00624,32,Splitter
00625,31,RotaryMixer
00626,31,RotaryMixer
00627,31,RotaryMixer
00628,30,OPCRight
00629,30,OPCRight
00630,30,OPCRight
00631,5,ReactorGeneric
00632,5,ReactorGeneric
00633,5,ReactorGeneric
00634,4,ValveGeneric
00635,4,ValveGeneric
00636,4,ValveGeneric
00637,3,ColumnFluidizedBed
00638,3,ColumnFluidizedBed
00639,3,ColumnFluidizedBed
00640,2,ThinFilmEvaporator
00641,2,ThinFilmEvaporator
00642,2,ThinFilmEvaporator
00643,1,PumpGeneric
00644,1,PumpGeneric
00645,1,PumpGeneric
00646,0,CentrifugalPump
00647,0,CentrifugalPump
00648,0,CentrifugalPump
00649,11,Turbine Generic
00650,11,Turbine Generic
00651,11,Turbine Generic
00652,10,TankConicalRoofFlatBottom
00653,10,TankConicalRoofFlatBottom
00654,10,TankConicalRoofFlatBottom
00655,9,CompressorGeneric
00656,9,CompressorGeneric
00657,9,CompressorGeneric
00658,8,FilterGeneric
00659,8,FilterGeneric
00660,8,FilterGeneric
00661,7,SprayDryer
00662,7,SprayDryer
00663,7,SprayDryer
00664,6,HeatExchangerGeneric
00665,6,HeatExchangerGeneric
00666,6,HeatExchangerGeneric
00667,17,TrayColumnGeneric
00668,17,TrayColumnGeneric
00669,17,TrayColumnGeneric
00670,16,ColumnGeneric
00671,16,ColumnGeneric
00672,16,ColumnGeneric
00673,15,TankDishedRoof
00674,15,TankDishedRoof
00675,15,TankDishedRoof
00676,14,GasCylinder
00677,14,GasCylinder
00678,14,GasCylinder
00679,13,VesselDishedEndsGeneric
00680,13,VesselDishedEndsGeneric
00681,13,VesselDishedEndsGeneric
00682,12,VesselGeneric
00683,12,VesselGeneric
00684,12,VesselGeneric
00685,23,PlateHeatExchanger
00686,23,PlateHeatExchanger
00687,23,PlateHeatExchanger
00688,22,FixedStraightTubes
00689,22,FixedStraightTubes
00690,22,FixedStraightTubes
00691,21,HeatExchangerGeneric2
00692,21,HeatExchangerGeneric2
00693,21,HeatExchangerGeneric2
00694,20,SeperatorGeneric
00695,20,SeperatorGeneric
00696,20,SeperatorGeneric
00697,19,CoolingTowerGeneric
00698,19,CoolingTowerGeneric
00699,19,CoolingTowerGeneric
00700,18,ColumnFixedBed
00701,18,ColumnFixedBed
00702,18,ColumnFixedBed
00703,17,TrayColumnGeneric
00704,17,TrayColumnGeneric
00705,17,TrayColumnGeneric
00706,16,ColumnGeneric
00707,16,ColumnGeneric
00708,16,ColumnGeneric
00709,15,TankDishedRoof
00710,15,TankDishedRoof
00711,15,TankDishedRoof
00712,14,GasCylinder
00713,14,GasCylinder
00714,14,GasCylinder
00715,13,VesselDishedEndsGeneric
00716,13,VesselDishedEndsGeneric
00717,13,VesselDishedEndsGeneric
00718,12,VesselGeneric
00719,12,VesselGeneric
00720,12,VesselGeneric
00721,23,PlateHeatExchanger
00722,23,PlateHeatExchanger
00723,23,PlateHeatExchanger
00724,22,FixedStraightTubes
00725,22,FixedStraightTubes
00726,22,FixedStraightTubes
00727,21,HeatExchangerGeneric2
00728,21,HeatExchangerGeneric2
00729,21,HeatExchangerGeneric2
00730,20,SeperatorGeneric
00731,20,SeperatorGeneric
00732,20,SeperatorGeneric
00733,19,CoolingTowerGeneric
00734,19,CoolingTowerGeneric
00735,19,CoolingTowerGeneric
00736,18,ColumnFixedBed
00737,18,ColumnFixedBed
00738,18,ColumnFixedBed
00739,53,AgitatorPropeller
00740,53,AgitatorPropeller
00741,53,AgitatorPropeller
00742,52,AgitatorGeneric
00743,52,AgitatorGeneric
00744,52,AgitatorGeneric
00745,51,SieveGeneric
00746,51,SieveGeneric
00747,51,SieveGeneric
00748,50,GrinderGeneric
00749,50,GrinderGeneric
00750,50,GrinderGeneric
00751,49,RotatingExtruder
00752,49,RotatingExtruder
00753,49,RotatingExtruder
00754,48,Chimney
00755,48,Chimney
00756,48,Chimney
00757,59,AlternateChoiceOrSafetyInstrumentedSystemFrontCentralPanel
00758,59,AlternateChoiceOrSafetyInstrumentedSystemFrontCentralPanel
00759,59,AlternateChoiceOrSafetyInstrumentedSystemFrontCentralPanel
00760,58,PrimaryChoiceOrBasicProcessControlSystemFrontCentralPanel
00761,58,PrimaryChoiceOrBasicProcessControlSystemFrontCentralPanel
00762,58,PrimaryChoiceOrBasicProcessControlSystemFrontCentralPanel
00763,57,CrusherImpactType
00764,57,CrusherImpactType
00765,57,CrusherImpactType
00766,56,SolidShellCentrifuge
00767,56,SolidShellCentrifuge
00768,56,SolidShellCentrifuge
00769,55,Burner
00770,55,Burner
00771,55,Burner
00772,54,AgitatorDisc
00773,54,AgitatorDisc
00774,54,AgitatorDisc
00775,41,BallValveGeneric
00776,41,BallValveGeneric
00777,41,BallValveGeneric
00778,40,CheckValveGeneric
00779,40,CheckValveGeneric
00780,40,CheckValveGeneric
00781,39,GateValveHandOperated
00782,39,GateValveHandOperated
00783,39,GateValveHandOperated
00784,38,GateValvePneumaticDiaphragm
00785,38,GateValvePneumaticDiaphragm
00786,38,GateValvePneumaticDiaphragm
00787,37,ButterflyValveGeneric
00788,37,ButterflyValveGeneric
00789,37,ButterflyValveGeneric
00790,36,ThreeWayValveGeneric
00791,36,ThreeWayValveGeneric
00792,36,ThreeWayValveGeneric
00793,47,ElectricMotorGeneric
00794,47,ElectricMotorGeneric
00795,47,ElectricMotorGeneric
00796,46,GeneratorGeneric
00797,46,GeneratorGeneric
00798,46,GeneratorGeneric
00799,45,DiscreteFrontCentralPanel
00800,45,DiscreteFrontCentralPanel
00801,45,DiscreteFrontCentralPanel
00802,44,DiscreteField
00803,44,DiscreteField
00804,44,DiscreteField
00805,43,NeedleValve
00806,43,NeedleValve
00807,43,NeedleValve
00808,42,GlobeValveGeneric
00809,42,GlobeValveGeneric
00810,42,GlobeValveGeneric
00811,41,BallValveGeneric
00812,41,BallValveGeneric
00813,41,BallValveGeneric
00814,40,CheckValveGeneric
00815,40,CheckValveGeneric
00816,40,CheckValveGeneric
00817,39,GateValveHandOperated
00818,39,GateValveHandOperated
00819,39,GateValveHandOperated
00820,38,GateValvePneumaticDiaphragm
00821,38,GateValvePneumaticDiaphragm
00822,38,GateValvePneumaticDiaphragm
00823,37,ButterflyValveGeneric
00824,37,ButterflyValveGeneric
00825,37,ButterflyValveGeneric
00826,36,ThreeWayValveGeneric
00827,36,ThreeWayValveGeneric
00828,36,ThreeWayValveGeneric
00829,47,ElectricMotorGeneric
00830,47,ElectricMotorGeneric
00831,47,ElectricMotorGeneric
00832,46,GeneratorGeneric
00833,46,GeneratorGeneric
00834,46,GeneratorGeneric
00835,45,DiscreteFrontCentralPanel
00836,45,DiscreteFrontCentralPanel
00837,45,DiscreteFrontCentralPanel
00838,44,DiscreteField
00839,44,DiscreteField
00840,44,DiscreteField
00841,43,NeedleValve
00842,43,NeedleValve
00843,43,NeedleValve
00844,42,GlobeValveGeneric
00845,42,GlobeValveGeneric
00846,42,GlobeValveGeneric
00847,53,AgitatorPropeller
00848,53,AgitatorPropeller
00849,53,AgitatorPropeller
00850,52,AgitatorGeneric
00851,52,AgitatorGeneric
00852,52,AgitatorGeneric
00853,51,SieveGeneric
00854,51,SieveGeneric
00855,51,SieveGeneric
00856,50,GrinderGeneric
00857,50,GrinderGeneric
00858,50,GrinderGeneric
00859,49,RotatingExtruder
00860,49,RotatingExtruder
00861,49,RotatingExtruder
00862,48,Chimney
00863,48,Chimney
00864,48,Chimney
00865,59,AlternateChoiceOrSafetyInstrumentedSystemFrontCentralPanel
00866,59,AlternateChoiceOrSafetyInstrumentedSystemFrontCentralPanel
00867,59,AlternateChoiceOrSafetyInstrumentedSystemFrontCentralPanel
00868,58,PrimaryChoiceOrBasicProcessControlSystemFrontCentralPanel
00869,58,PrimaryChoiceOrBasicProcessControlSystemFrontCentralPanel
00870,58,PrimaryChoiceOrBasicProcessControlSystemFrontCentralPanel
00871,57,CrusherImpactType
00872,57,CrusherImpactType
00873,57,CrusherImpactType
00874,56,SolidShellCentrifuge
00875,56,SolidShellCentrifuge
00876,56,SolidShellCentrifuge
00877,55,Burner
00878,55,Burner
00879,55,Burner
00880,54,AgitatorDisc
00881,54,AgitatorDisc
00882,54,AgitatorDisc
00883,5,ReactorGeneric
00884,5,ReactorGeneric
00885,5,ReactorGeneric
00886,4,ValveGeneric
00887,4,ValveGeneric
00888,4,ValveGeneric
00889,3,ColumnFluidizedBed
00890,3,ColumnFluidizedBed
00891,3,ColumnFluidizedBed
00892,2,ThinFilmEvaporator
00893,2,ThinFilmEvaporator
00894,2,ThinFilmEvaporator
00895,1,PumpGeneric
00896,1,PumpGeneric
00897,1,PumpGeneric
00898,0,CentrifugalPump
00899,0,CentrifugalPump
00900,0,CentrifugalPump
00901,11,Turbine Generic
00902,11,Turbine Generic
00903,11,Turbine Generic
00904,10,TankConicalRoofFlatBottom
00905,10,TankConicalRoofFlatBottom
00906,10,TankConicalRoofFlatBottom
00907,9,CompressorGeneric
00908,9,CompressorGeneric
00909,9,CompressorGeneric
00910,8,FilterGeneric
00911,8,FilterGeneric
00912,8,FilterGeneric
00913,7,SprayDryer
00914,7,SprayDryer
00915,7,SprayDryer
00916,6,HeatExchangerGeneric
